id,city,country,income_group,cen_lat,cen_lon,ave_pop_growth,ave_built_up_pc_growth,ave_temp_change,ave_built_quality_1_change,ave_built_quality_2_change,n_ave_pop_growth,n_ave_built_up_pc_growth,n_ave_built_quality_1_change,n_ave_built_quality_2_change,n_ave_temp_change,imp_pop_1,imp_pop_2
4242,"Ezbet Abu Habashi","Egypt","2. LMIC",25.74408,32.63855,,,1.136724,1.009872,.9701188,,,-.0043802,-.8450605,2.130257,,141950
4243,"Luxor","Egypt","3. UMIC",25.71036,32.65125,,,1.136724,1.034795,.9965312,,,.5515935,.9956764,2.130257,,862047.9
4244,"N/A","Zambia","1. LIC",-13.68169,31.13527,,,.3640518,,,,,,,-.1316069,,50201.29
4245,"Yei","South Sudan","2. LMIC",4.091832,30.67235,1.033752,.9948149,.6331382,,,1.449713,-.61595,,,.6560973,.6545079,159735.5
4246,"Slavyansk-na-Kubani","Russia","3. UMIC",45.25587,38.12202,.9967603,1.007227,1.228039,1.032517,.9960521,-1.228546,.0337902,.5007758,.9622868,2.397567,1.22406,65038.37
4247,"Al Saaida","Egypt","3. UMIC",25.79552,32.71654,,,1.136724,1.106864,.9924031,,,2.159341,.7079806,2.130257,,63584.58
4248,"Mbarara","Uganda","1. LIC",-.6124215,30.66407,1.030474,1.023398,.5642986,,,1.212406,.880351,,,.4545813,.5814953,79063.34
4249,"Sarov","Russia","2. LMIC",54.94943,43.37449,.993291,1.059548,.3814385,.9501734,.9501734,-1.479732,2.772743,-1.336162,-2.235091,-.0807104,.3788794,34189.99
4250,"Qus","Egypt","3. UMIC",25.95139,32.7678,.9873425,1.016273,1.136724,1.043574,.9966022,-1.910407,.5073406,.7474474,1.000624,2.130257,1.122335,535296
4251,"Al Arish","Egypt","3. UMIC",31.13419,33.80008,1.019567,.996415,,,.9872048,.4226756,-.5321875,,.3457045,,,
4252,"Ariwara","Democratic Republic of the Congo","1. LIC",3.132263,30.70354,,1.007845,.6140041,,,,.0661344,,,.6000857,,173253.9
4253,"Umm Ruwaba","Sudan","2. LMIC",12.90839,31.21844,1.026696,.9845052,.3059525,,,.9388397,-1.155652,,,-.3016826,.3141203,144011.4
4254,"N/A","Zambia","2. LMIC",-14.25163,31.32871,,,.3891773,1.035649,.9723527,,,.5706611,-.6893697,-.0580563,,20475.38
4255,"Arzamas","Russia","3. UMIC",55.39896,43.83429,.991494,1.012177,.3772376,1.038493,.9964449,-1.609835,.2929498,.6341028,.9896615,-.0930079,.3740288,35519.24
4256,"Ingbokolo","Democratic Republic of the Congo","1. LIC",3.397588,30.76491,1.014871,1.007845,.6140041,,,.0827206,.0661344,,,.6000857,.6231352,42598.66
4257,"ar?amba","Turkey","2. LMIC",41.19825,36.71706,1.016601,.9971985,1.176461,,,.207964,-.4911722,,,2.246583,1.195992,107351
4258,"N/A","Zambia","1. LIC",-13.70622,31.28964,,,.3640518,,,,,,,-.1316069,,25100.64
4259,"Erbaa","Turkey","2. LMIC",40.67395,36.56199,1.004704,1.01549,1.202228,,,-.6534027,.4663532,,,2.322011,1.207884,80875.77
4260,"Krasnodon","Ukraine","2. LMIC",48.30046,39.73088,.9881213,1.013357,1.070064,,.9986824,-1.854021,.3546804,,1.145602,1.935122,1.057353,62626.45
4261,"Jupujuro-sii","Democratic Republic of the Congo","1. LIC",2.224326,30.79076,1.003376,1.009029,.65168,,,-.7495254,.1281583,,,.7103753,.6538804,40314.45
4262,"Aru","Democratic Republic of the Congo","1. LIC",2.860124,30.83257,1.005335,1.007845,.5996895,,,-.6077365,.0661344,,,.558182,.6028888,117335.8
4263,"Abu Jibeha","Sudan","1. LIC",11.45893,31.23344,1.005528,1.031157,.2891979,,,-.5937457,1.286492,,,-.3507289,.2907966,48787.7
4264,"Kaya","South Sudan","1. LIC",3.55406,30.88128,1.024312,.9926361,.6257925,,,.7662557,-.7300098,,,.6345941,.6410069,57588.53
4265,"Tokat","Turkey","2. LMIC",40.32656,36.54363,1.018205,1.007413,1.153912,,,.3240846,.0435502,,,2.180574,1.174919,155351.8
4266,"Murewa","Zimbabwe","1. LIC",-17.64883,31.78749,1.008616,1.013501,.5175457,,.9782501,-.3701529,.3622251,,-.2783674,.3177201,.522005,30689.25
4267,"Al ?Abb?siyya","Sudan","1. LIC",12.1666,31.30336,.988615,1.041517,.2922635,,,-1.818276,1.828818,,,-.3417549,.2889361,26109.03
4268,"Arua","Uganda","2. LMIC",3.017239,30.90765,1.032083,1.007909,.6140041,,,1.328854,.0695043,,,.6000857,.6337031,128051.7
4269,"Kasama","Zambia","2. LMIC",-10.21989,31.19282,1.025144,.9848995,.2636056,1.030542,.9904286,.8264823,-1.135009,.4567235,.570372,-.425646,.2702337,70654.52
4270,"Mpulungu","Zambia","2. LMIC",-8.770741,31.11342,1.032267,.9844065,.2575498,1.048901,.986129,1.342206,-1.160816,.8662889,.2707295,-.4433734,.2658602,24790.12
4271,"New Fangak","South Sudan","1. LIC",9.410061,31.16562,.9984929,1.033664,.3470788,,,-1.103104,1.417772,,,-.1812925,.3465557,19086.4
4272,"Koboko","Uganda","2. LMIC",3.411156,30.96172,,1.044757,.6140041,,,,1.998459,,,.6000857,,57591.7
4273,"Pacwa","Democratic Republic of the Congo","1. LIC",2.178675,30.93706,1.016314,1.009029,.65168,,,.1871635,.1281583,,,.7103753,.6623114,61982.94
4274,"Mucumbura","Mozambique","1. LIC",-16.1914,31.69602,,.9709906,.4638186,.9877944,.9456302,,-1.863123,-.4969016,-2.55172,.1604431,,29734.52
4275,"Checheche","Zimbabwe","1. LIC",-20.76611,32.22653,1.009895,1.004528,.4696636,,.9857379,-.277543,-.1074749,,.2434669,.1775535,.4743111,60120.93
4276,"Sangano","Uganda","1. LIC",-.7788527,30.94783,1.023334,.9855967,.5642986,,,.6954561,-1.098512,,,.4545813,.5774662,39086
4277,"Mpanda","Tanzania","2. LMIC",-6.341119,31.07614,1.035848,.9809881,.2866998,,.9841026,1.601428,-1.339764,,.1295027,-.3580418,.2969773,26653.2
4278,"Mahagi","Democratic Republic of the Congo","1. LIC",2.299159,30.99389,1.033438,1.009029,.65168,,,1.426988,.1281583,,,.7103753,.673471,367614.6
4279,"Nguruka","Tanzania","1. LIC",-5.116446,31.04839,1.022533,.9820107,.3425279,,.9958783,.6374649,-1.286234,,.9501738,-.1946146,.3502462,17426.8
4280,"Azov","Russia","3. UMIC",47.10092,39.41374,.9959598,1.008901,1.189498,1.04131,.995198,-1.286503,.1214498,.6969382,.9027646,2.284745,1.184692,84816.61
4281,"Kozan","Turkey","3. UMIC",37.45253,35.81287,1.007408,1.02034,1.060992,1.033751,.9728591,-.4576705,.7202398,.5283188,-.6540775,1.908565,1.068851,99937.68
4282,"N/A","Zambia","2. LMIC",-11.83536,31.45248,1.04195,.9737936,.2979441,.9884477,.9855673,2.043236,-1.716388,-.482327,.2315824,-.3251261,.3104427,25085.83
4283,"Faris","Egypt","3. UMIC",24.67168,32.94607,1.016614,.9951683,1.168705,1.034212,1.014824,.2088789,-.5974501,.5385893,2.270543,2.223879,1.188122,118887.4
4284,"N/A","Zambia","1. LIC",-10.17133,31.36292,1.025713,1.009647,.2636056,1.028496,.9656167,.8676432,.1604838,.411073,-1.158818,-.425646,.2703836,15070.87
4285,"Gaza","Palestina","3. UMIC",31.40978,34.37343,1.03665,.9702323,1.259363,,.9950826,1.659496,-1.902818,,.8947225,2.489264,1.305518,2148751
4286,"Ezbet al Sibil Qiblli","Egypt","3. UMIC",24.47595,32.94212,1.015098,.9918547,1.186857,,,.0991107,-.7709128,,,2.277014,1.204776,71857.7
4287,"Aswan","Egypt","3. UMIC",24.0687,32.89341,1.018945,1.006047,1.186857,,,.3776653,-.0279903,,,2.277014,1.209342,390747.4
4288,"Rostov-on-Don","Russia","3. UMIC",47.24883,39.7169,.9966679,1.009754,1.166182,1.016316,.9936512,-1.23524,.166094,.1393688,.7949607,2.216491,1.162296,1248361
4289,"N/A","South Sudan","1. LIC",8.345668,31.31072,.9861821,,.3776493,,,-1.994425,,,,-.0918026,.372431,25104.04
4290,"Mbala","Zambia","3. UMIC",-8.846154,31.36099,1.028743,.9953652,.2575498,1.046569,.9765865,1.087033,-.5871441,.8142505,-.3943089,-.4433734,.2649525,31439.25
4291,"N/A","Zimbabwe","1. LIC",-16.50915,31.95893,1.019286,.993481,.4637337,,.9875163,.4023584,-.6857806,,.3674132,.1601946,.4726773,31459.59
4292,"Ceyhan","Turkey","3. UMIC",37.02968,35.81635,.9959469,1.016235,1.060992,1.041269,.988029,-1.287439,.5053623,.6960367,.4031415,1.908565,1.056691,110173.5
4293,"Sinda","Zambia","1. LIC",-14.21344,31.75432,1.044905,1.019104,.4054956,,.9390844,2.257179,.65557,,-3.007909,-.0102872,.4237043,39382.71
4294,"Yumurtal?k","Turkey","2. LMIC",36.77402,35.78717,1.000388,1.025246,.9671183,,.979797,-.9659286,.9770655,,-.1705635,1.633767,.9674931,134530
4295,"Kamensk-Shakhtinsky","Russia","3. UMIC",48.31378,40.26612,.9952387,1.007737,1.028854,,.9970697,-1.338716,.0605055,,1.033208,1.814487,1.023955,52374.06
4296,"Bataysk","Russia","3. UMIC",47.13157,39.73793,.9952222,1.008217,1.166182,1.039059,.9966121,-1.339907,.0856046,.6467348,1.001313,2.216491,1.16061,108130.9
4297,"Yumbe","Uganda","2. LMIC",3.45093,31.24953,,1.003167,.6096163,,,,-.1787097,,,.587241,,44994.54
4298,"nye","Turkey","2. LMIC",41.12871,37.27576,1.003243,1.006244,1.192021,,,-.7592006,-.0176686,,,2.292132,1.195887,74517.52
4299,"N/A","Mozambique","1. LIC",-14.60643,31.87547,,,.4217062,,,,,,,.0371664,,30285.21
4300,"Poktap","South Sudan","1. LIC",7.456822,31.40956,1.025998,.9823362,.4372606,,,.8883142,-1.269194,,,.0826993,.4486286,36818.05
4301,"Mabior","South Sudan","1. LIC",7.164753,31.40691,1.029404,1.001168,.4372606,,,1.134909,-.2833683,,,.0826993,.4501179,34699.79
4302,"Ashkelon","Israel","4. HIC",31.67184,34.57597,1.019397,.9854963,,,.9978977,.4103593,-1.103766,,1.09091,,,
4303,"Kadirli","Turkey","3. UMIC",37.3681,36.09178,1.022638,.997566,1.004566,,.9802495,.6450084,-.471936,,-.1390308,1.743388,1.027307,111665.9
4304,"Ashdod","Israel","4. HIC",31.81075,34.65638,1.022402,.9864566,,,.9934787,.6279796,-1.053496,,.7829391,,,
4305,"Hoima","Uganda","1. LIC",1.435621,31.34293,1.048278,.9977596,.61552,,,2.501392,-.4618015,,,.6045231,.6452359,41529.13
4306,"Krasnodar","Russia","3. UMIC",45.05865,39.00731,1.001661,1.011035,1.204974,.9889545,.9899036,-.8737417,.2331538,-.4710207,.533788,2.330048,1.206975,833206
4307,"Shakhty","Russia","3. UMIC",47.70457,40.21645,.9965209,1.005021,1.108557,1.088145,,-1.245881,-.0816707,1.741755,,2.047805,1.1047,170961.3
4308,"Tandalti","Sudan","2. LMIC",13.01384,31.86864,1.024107,1.020242,.2787547,,,.7513673,.7151413,,,-.3812996,.2854745,46848.82
4309,"Tel Aviv","Israel","4. HIC",32.06616,34.84844,1.021713,.9829091,1.220877,,.9961929,.5780755,-1.239206,,.9720985,2.376601,1.247386,2884044
4310,"Novocherkassk","Russia","3. UMIC",47.44452,40.0843,.9956714,1.008989,1.164001,1.039496,1.007977,-1.307385,.1260427,.656468,1.793368,2.210109,1.158963,161889.6
4311,"Malakal","South Sudan","2. LMIC",9.529169,31.66189,1.028626,1.001031,.2764964,,,1.078609,-.290551,,,-.3879104,.2844115,45751.77
4312,"Haifa","Israel","4. HIC",32.81386,35.03505,1.00387,.9990962,1.120853,,1.000103,-.7137933,-.3918304,,1.244578,2.083799,1.125191,482956.9
4313,"Mubende","Uganda","1. LIC",.5567052,31.39349,1.042272,,.6058402,,,2.066557,,,,.5761872,.6314502,43329.34
4314,"Netanya","Israel","4. HIC",32.32677,34.86805,1.028109,.9792129,1.220877,,.9935516,1.041116,-1.432697,,.7880194,2.376601,1.255194,208534.3
4315,"Sivas","Turkey","3. UMIC",39.74649,37.01262,1.026026,.9810287,1.162005,,.9934814,.8903598,-1.337639,,.7831302,2.204266,1.192248,352322.3
4316,"Sumbawanga","Tanzania","2. LMIC",-7.963739,31.6211,1.039606,.9723865,.2593989,1.058794,.9892184,1.873561,-1.790047,1.086989,.486034,-.4379603,.2696728,37292.05
4317,"Latakia","Syria","2. LMIC",35.5424,35.79197,1.009344,.9961355,1.162735,,1.001124,-.3174869,-.5468214,,1.315761,2.206401,1.173599,434007.9
4318,"Hurghada","Egypt","1. LIC",27.24309,33.82951,1.01245,.9967892,1.283446,,1.005713,-.0926253,-.5126019,,1.635542,2.559763,1.299425,81288.86
4319,"N/A","Sudan","1. LIC",14.49178,32.06882,,,.2946057,,,,,,,-.3348984,,22062.16
4320,"Bor","South Sudan","3. UMIC",6.212811,31.56576,1.02181,1.037429,.4859991,,,.5851184,1.614827,,,.2253729,.496599,117744.8
4321,"Fatsa","Turkey","3. UMIC",41.0291,37.50551,.9954054,1.021982,1.215183,,,-1.326645,.8061957,,,2.359933,1.209599,102539.1
4322,"Juba","South Sudan","2. LMIC",4.852944,31.5707,1.033904,.9786178,.6116023,,,1.460717,-1.463849,,,.5930547,.6323381,287187.6
4323,"Katete","Zambia","1. LIC",-14.05795,32.04592,1.023649,.9997418,.3947601,.9849078,.97715,.7182073,-.3580353,-.5612966,-.3550414,-.0417136,.4040956,32904.28
4324,"N/A","Zambia","2. LMIC",-14.09887,32.05963,1.013724,1.007543,.3947601,,.9790765,-.0003521,.0503586,,-.2207768,-.0417136,.4001778,23061.89
4325,"Osmaniye","Turkey","3. UMIC",37.06684,36.24889,1.021372,.9911262,1.004566,1.048854,.9878414,.5533565,-.8090482,.8652304,.3900647,1.743388,1.026035,226597.1
4326,"Samanda?","Turkey","3. UMIC",36.08346,35.98512,1.02886,.991099,1.062438,,.9819979,1.095517,-.8104742,,-.0171782,1.912798,1.0931,90749.33
4327,"Tyre","Lebanon","3. UMIC",33.26186,35.22203,1.039775,.9735002,1.158872,,.9912174,1.885808,-1.731749,,.6253499,2.195092,1.204966,136689.8
4328,"?skenderun","Turkey","3. UMIC",36.57811,36.16398,1.026441,.9863256,.9729986,,.9892741,.9203868,-1.060357,,.4899138,1.650981,.9987258,249810.2
4329,"Mutare","Zimbabwe","1. LIC",-18.98209,32.65209,1.012898,.9996867,.4466147,1.0058,.987576,-.0601817,-.3609183,-.0952186,.3715713,.1100819,.452375,71287.02
4330,"Baqa al Gharbiyya","Israel","4. HIC",32.40993,35.04459,1.024372,.9855058,1.189786,,.9905657,.7705539,-1.10327,,.5799262,2.285588,1.218783,64645.7
4331,"Tulkarm","Palestina","3. UMIC",32.29615,35.02272,1.023848,.9915106,1.189786,,.9850702,.7326382,-.788929,,.1969383,2.285588,1.21816,188915
4332,"Beer Sheva","Israel","4. HIC",31.25121,34.79175,1.014153,.9976156,,,.9884012,.0307106,-.4693368,,.429083,,,
4333,"N/A","Sudan","1. LIC",14.85218,32.22375,,,.3543487,,,,,,,-.1600113,,26743.32
4334,"Saida","Lebanon","3. UMIC",33.54432,35.37918,1.03583,.971235,1.222628,,.9998037,1.60015,-1.85033,,1.223742,2.381727,1.266434,290314.4
4335,"Khartoum","Sudan","2. LMIC",15.61808,32.51219,1.02815,.9970427,.53582,,,1.044128,-.4993284,,,.371215,.5509034,3121002
4336,"Modi'in Illit","Israel","3. UMIC",31.90452,35.0037,1.039053,1.027812,1.236202,,,1.833496,1.11141,,,2.421463,1.284479,250420.3
4337,"Beirut","Lebanon","3. UMIC",33.91207,35.57206,1.042746,.9643929,1.189032,,.9998341,2.100856,-2.208504,,1.225865,2.283381,1.239858,2929159
4338,"Chibuto","Mozambique","1. LIC",-24.69454,33.54311,1.015253,.9902406,.6834283,1.023336,.994684,.110331,-.8554116,.2959626,.8669407,.803313,.6938524,53771.92
4339,"Antakya","Turkey","3. UMIC",36.22066,36.16088,1.040578,.9756818,1.051126,,.9849563,1.943955,-1.617545,,.1889959,1.879685,1.093779,417869.3
4340,"Dzii","Turkey","2. LMIC",37.24477,36.45078,.9972706,1.039555,1.004566,1.122565,.9645829,-1.191597,1.726125,2.509614,-1.230865,1.743388,1.001824,53522.75
4341,"Ghaliya","Sudan","1. LIC",15.80293,32.41281,,,.4793649,,,,,,,.2059523,,47727.09
4342,"N/A","South Sudan","1. LIC",8.093956,31.82051,1.044526,.9842655,.4138589,,,2.229733,-1.168199,,,.0141948,.4322862,24798.48
4343,"N/A","Sudan","2. LMIC",15.54387,32.40995,,1.013588,.4793649,,,,.3668118,,,.2059523,,68202.16
4344,"Jablah","Syria","2. LMIC",35.37105,35.93316,1.006591,.9985386,1.214711,,.998022,-.5167664,-.4210232,,1.099571,2.358553,1.222718,71526.03
4345,"Xai-Xai","Mozambique","1. LIC",-25.0554,33.68225,1.018013,1.023907,.7314472,.9700747,.9593697,.3101974,.9069915,-.8921995,-1.594184,.9438802,.7446229,103479.2
4346,"Nabatieh","Lebanon","3. UMIC",33.38177,35.45973,,.9677887,1.158872,,.9797203,,-2.030738,,-.1759097,2.195092,,109719.9
4347,"Terekeka","South Sudan","2. LMIC",5.446151,31.75297,.9938717,1.013234,.5370021,,,-1.437682,.3482465,,,.3746754,.5337112,28943.63
4348,"Nazareth","Israel","4. HIC",32.71338,35.30356,1.015217,.9947702,1.120853,,.9901892,.1077762,-.6182933,,.5536897,2.083799,1.137909,184710.4
4349,"Baniyas","Syria","1. LIC",35.18534,35.94511,1.006653,.9968429,1.214711,,1.00676,-.5122697,-.5097874,,1.708527,2.358553,1.222793,61950.95
4350,"Ed Dueim","Sudan","1. LIC",14.00068,32.30644,1.01932,1.00711,.2946057,,,.4047751,.027687,,,-.3348984,.3002974,44830.25
4351,"Jerusalem","Palestina","3. UMIC",31.79984,35.19587,1.025032,.9868018,1.236202,,.9886277,.8183433,-1.035427,,.4448639,2.421463,1.267146,1880786
4352,"Yuai","South Sudan","3. UMIC",7.907241,31.89181,1.015986,.9842656,.4247437,,,.1634198,-1.168195,,,.046058,.4315336,25551.52
4353,"Tartus","Syria","2. LMIC",34.89153,35.8959,1.006312,1.002594,1.240293,,.9968088,-.5369628,-.2087013,,1.015026,2.433439,1.248122,140539.3
4354,"Hebron","Palestina","2. LMIC",31.5318,35.08142,1.018108,.9923806,1.236202,,.9897556,.3170417,-.7433862,,.5234737,2.421463,1.258587,294742.3
4355,"Masaka","Uganda","1. LIC",-.3278887,31.74835,1.028999,.9871811,.5848012,,,1.105581,-1.015573,,,.5145991,.6017599,72211.42
4356,"Chinsali","Zambia","2. LMIC",-10.54897,32.06991,1.0142,.9943964,.2716184,,.9915547,.0341371,-.6378602,,.6488572,-.40219,.2754754,21858.1
4357,"K?r?khan","Turkey","2. LMIC",36.497,36.35909,1.010803,1.003932,1.051126,,.9854375,-.2118616,-.1386584,,.2225351,1.879685,1.062481,72744.36
4358,"Qabatiya","Palestina","2. LMIC",32.42724,35.27175,1.042246,.9923806,1.189786,,.9668332,2.064675,-.7433831,,-1.07404,2.285588,1.240049,62716.03
4359,"Nablus","Palestina","2. LMIC",32.21923,35.25916,1.026698,.9923806,1.189786,,.9814743,.9389951,-.7433862,,-.0536666,2.285588,1.221551,167678.1
4360,"Jenin","Palestina","2. LMIC",32.46524,35.30057,1.034502,.9923806,1.189786,,.9740707,1.503993,-.7433862,,-.5696439,2.285588,1.230836,87443.85
4361,"Tripoli","Lebanon","3. UMIC",34.45255,35.8694,1.016608,.990056,1.217851,,.9999669,.2084215,-.8650719,,1.235116,2.367744,1.238077,449822.2
4362,"Syktyvkar","Russia","3. UMIC",61.66291,50.82757,.9847741,1.018656,.0676389,1.018339,.9968643,-2.096364,.6320747,.1844982,1.018889,-.9993051,.066609,8668.413
4363,"Jebel Aulia","Sudan","2. LMIC",15.22447,32.50295,1.029347,.9868054,.4065394,,,1.130748,-1.035236,,,-.0072317,.41847,72248.98
4364,"Bukoba","Tanzania","1. LIC",-1.329993,31.81238,1.022751,1.005799,.5494299,,,.6532509,-.0409704,,,.4110557,.5619302,68735.49
4365,"Ordu","Turkey","3. UMIC",40.97123,37.91145,1.029773,.9808104,1.19995,,,1.161604,-1.349069,,,2.315342,1.235676,216004.8
4366,"N/A","Sudan","1. LIC",13.80163,32.41172,,1.00711,.2059917,,,,.027687,,,-.5943007,,12865.02
4367,"Chadiza","Zambia","2. LMIC",-14.06205,32.43262,1.011958,1.023895,.3947601,,.9651217,-.1281761,.90633,,-1.193317,-.0417136,.3994808,23733.63
4368,"Pieri","South Sudan","1. LIC",8.041185,32.02876,1.027815,.9842656,.4287782,,,1.019858,-1.168195,,,.0578684,.4407046,51094.09
4369,"Lankien","South Sudan","1. LIC",8.524339,32.06309,1.027188,.9876613,.4080191,,,.9744768,-.9904332,,,-.0029003,.4191124,51625.85
4370,"Kizibu","Uganda","2. LMIC",1.791533,31.87862,1.024601,1.027095,.6440477,,,.7871339,1.073874,,,.6880332,.6598917,36018.7
4371,"Katoro","Tanzania","2. LMIC",-3.005101,31.92853,1.049465,1.010055,.4667354,,,2.587382,.1818698,,,.1689816,.4898226,55456.79
4372,"Kahramanmara?","Turkey","3. UMIC",37.5645,36.92875,1.022793,.9968321,1.027544,.9743849,.9808221,.6562545,-.5103522,-.796045,-.0991235,1.810654,1.050965,477751.9
4373,"N/A","Sudan","1. LIC",13.74847,32.50029,1.013462,1.007892,.2186446,,,-.0193488,.0686119,,,-.5572616,.2215879,15232.07
4374,"Station 10","Sudan","1. LIC",19.70675,33.14379,,,1.09156,,,,,,,1.99805,,77868.94
4375,"Zahl","Lebanon","3. UMIC",33.82045,35.87039,1.027409,.9868088,1.189032,,.9863333,.9904613,-1.035062,,.284961,2.283381,1.221622,132377.3
4376,"Lavorongor","Uganda","1. LIC",1.896693,31.94466,,,.6440477,,,,,,,.6880332,,32598.3
4377,"Trko?lu","Turkey","2. LMIC",37.40273,36.86845,1.017109,1.046929,.9293206,,.9391074,.2447231,2.11216,,-3.006305,1.523121,.9452202,52174.72
4378,"Messica","Mozambique","1. LIC",-18.99007,33.08308,1.023243,1.022437,.4302855,,.9558385,.6888362,.830053,,-1.840281,.0622807,.4402865,22377.13
4379,"Reyhanl?","Turkey","2. LMIC",36.25694,36.56728,1.039667,1.006297,1.046577,,.9558273,1.877971,-.0148666,,-1.841062,1.86637,1.088092,60065.61
4380,"Baqayr al Quddami","Sudan","2. LMIC",15.35466,32.74899,1.000733,1.014855,.4065394,,,-.9409162,.4331353,,,-.0072317,.4068374,38377.54
4381,"Elbistan","Turkey","3. UMIC",38.20242,37.19927,1.015092,.9937122,1.008515,1.062533,.991366,.0986792,-.6736742,1.170387,.6357057,1.754947,1.023735,100871.1
4382,"Nimule","South Sudan","2. LMIC",3.586539,32.06549,,,.5921316,,,,,,,.5360576,,274589.7
4383,"Mityana","Uganda","1. LIC",.3997192,32.04794,1.022162,1.002511,.6052294,,,.6105883,-.2130945,,,.5743991,.6186426,36681.86
4384,"Walgak","South Sudan","1. LIC",8.158908,32.24038,1.023441,1.009311,.4287782,,,.7031895,.142892,,,.0578684,.4388292,70444.41
4385,"Giad Industrial Complex","Sudan","1. LIC",15.32658,32.81604,1.025214,1.014855,.4065394,,,.83154,.4331353,,,-.0072317,.4167899,54637
4386,"Chipata","Zambia","2. LMIC",-13.64046,32.64594,1.029249,1.013029,.3845253,.9867104,.9590856,1.123697,.3375566,-.5210845,-1.613981,-.0716743,.3957724,63725.5
4387,"Balashov","Russia","3. UMIC",51.5448,43.17478,.9905111,1.013994,.6472764,1.043293,.9956471,-1.680997,.3880231,.7411687,.9340647,.6974846,.6411345,40695.98
4388,"Aqaba","Jordan","3. UMIC",29.54076,35.00773,1.033069,.9702572,1.265105,,1.000477,1.400241,-1.901517,,1.270698,2.506073,1.306941,111862.4
4389,"Kosti","Sudan","2. LMIC",13.15218,32.66631,1.024941,1.025281,.2147751,,,.8117838,.9789064,,,-.568589,.2201318,104277.4
4390,"Sussundenga","Mozambique","1. LIC",-19.4093,33.2912,1.02842,.9961618,.41117,.9761116,.9761116,1.063686,-.5454422,-.7575255,-.4274078,.0063235,.4228556,21303.47
4391,"Idlib","Syria","2. LMIC",35.93121,36.63447,1.008283,1.001872,1.116333,,.9899316,-.3942936,-.2464997,,.5357404,2.070566,1.125579,89068.98
4392,"Catandica","Mozambique","1. LIC",-18.06048,33.1753,,.981823,.4279108,.9467367,.9570912,,-1.296062,-1.41283,-1.752982,.0553293,,49678.18
4393,"Irbid","Jordan","3. UMIC",32.55103,35.85749,1.031689,.9890508,1.106179,,.9800146,1.300346,-.9176945,,-.1553974,2.040843,1.141232,635586.1
4394,"Rabak","Sudan","2. LMIC",13.18464,32.74457,1.017832,1.00496,.2147751,,,.2970611,-.084872,,,-.568589,.2186049,44744.48
4395,"Giresun","Turkey","3. UMIC",40.90704,38.38692,1.019052,1.000745,1.178758,,,.3854332,-.3055219,,,2.253305,1.201216,173788.8
4396,"Geita","Tanzania","2. LMIC",-2.8775,32.23295,1.047758,.991941,.4554048,,,2.463761,-.7663979,,,.1358132,.477154,53031.63
4397,"Katikati","Uganda","1. LIC",2.769288,32.24218,1.030498,.9935181,.6016741,,,1.214097,-.6838399,,,.5639915,.6200238,34938.25
4398,"Baalbek","Lebanon","3. UMIC",34.00304,36.20831,1.023494,.9985773,1.205105,,.9784374,.707013,-.4189951,,-.2653198,2.330432,1.233418,71656.02
4399,"Al Salt","Jordan","3. UMIC",32.04457,35.72305,1.0263,1.006568,1.129757,,.9680158,.9101764,-.0006821,,-.991621,2.109864,1.15947,95202.55
4400,"Saransk","Russia","3. UMIC",54.19258,45.17791,.9917955,1.013662,.5323291,1.010439,.9946833,-1.588003,.3706497,.0082518,.866895,.3609959,.5279616,141366.2
4401,"Halfaya","Syria","2. LMIC",35.25324,36.58406,1.009512,.9996297,1.147851,,.9909445,-.3053001,-.3639044,,.6063288,2.16283,1.158769,58421.33
4402,"Gulu","Uganda","2. LMIC",2.770444,32.2989,1.034539,.987194,.6016741,,,1.506703,-1.014896,,,.5639915,.6224554,82868.45
4403,"Mchinji","Malawi","1. LIC",-13.79863,32.88932,,1.006508,.3845253,.9962037,.9409294,,-.0038086,-.3093037,-2.879327,-.0716743,,20435.58
4404,"Chimoio","Mozambique","1. LIC",-19.11686,33.47798,1.032811,1.004803,.41117,.9231685,.9636033,1.38158,-.0930969,-1.938598,-1.299135,.0063235,.4246609,130085.1
4405,"N/A","Sudan","1. LIC",14.3485,32.94638,,1.007571,.2885771,,,,.0517939,,,-.3525463,,34446.35
4406,"Isoka","Zambia","2. LMIC",-10.15599,32.63524,1.039502,.9723619,.2656031,1.124296,.9893432,1.865983,-1.791339,2.54823,.4947282,-.4197988,.2760948,21748.23
4407,"Damascus","Syria","2. LMIC",33.50072,36.31323,1.013956,.9939274,1.176846,1.005603,.9922616,.0164523,-.6624101,-.0996225,.6981191,2.247708,1.19327,3184385
